Shareholder - Name	Issuer - Name	Security - Report Date	Security - Type	Data Source URL
AMF Pension	American Tower Corp	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Anheuser-Busch Inbev	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Arion Banki	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Arjo	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Assa Abloy	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Astrazeneca	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	AT&T	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Atrium Ljungberg	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Ausnet Services Holdings	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	AXA	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Balder	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Banco Santander	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Bank Of America Corp	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Baxter International	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Best Buy	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Bilia	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Boliden	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Bonnier Fastigheter	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	British Telecommunications	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
AMF Pension	Castellum	2026-03-17	Foreign Stock	https://www.amf.se/globalassets/pdf/rapporter/innehav_2025.pdf
