Shareholder - Name	Issuer - Name	Security - Report Date	Security - Market Value - Amount	Security - Market Value - Multiplier	Security - Market Value - Currency Code	Stock - Percent Ownership	Data Source URL
BPL Pension	Sparebank 1 Boligkreditt	2024-06-04	5.179	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 2Sparebank 1 Oestlandet	2024-06-04	1.022	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Sparebanken Vest Boligkr	2024-06-04	12.865	x1_000	EUR	0,08%	https://www.bplpensioen.nl/beleggen
BPL Pension	Stellantis NV	2024-06-04	3.390	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Stryker Corp	2024-06-04	3.013	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	SUEZ	2024-06-04	2.389	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Sumitomo Mitsui Banking Corp	2024-06-04	3.526	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Sumitomo Mitsui Trust Holdings	2024-06-04	15.565	x1_000	EUR	0,10%	https://www.bplpensioen.nl/beleggen
BPL Pension	Svenska Handelsbanken AB	2024-06-04	1.921	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Takeda Pharmaceutical Co Ltd	2024-06-04	517	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Tapestry Inc	2024-06-04	5.172	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	TATRA BANKA AS	2024-06-04	2.022	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	TD Bank US Holding Co	2024-06-04	19.296	x1_000	EUR	0,12%	https://www.bplpensioen.nl/beleggen
BPL Pension	TDF Infrastructure SAS	2024-06-04	1.570	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	TELEFONICA EUROPE BV	2024-06-04	3.690	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Teleperformance	2024-06-04	2.536	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Telia Company AB	2024-06-04	1.210	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Tennet BV	2024-06-04	21.442	x1_000	EUR	0,13%	https://www.bplpensioen.nl/beleggen
BPL Pension	Teollisuuden Voima Oy	2024-06-04	1.610	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	TERNA SPA	2024-06-04	6.861	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	THAMES WATER KEMBLE FINA	2024-06-04	6.423	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Thermo Fisher Scientific Inc	2024-06-04	5.725	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Total SA	2024-06-04	22.919	x1_000	EUR	0,14%	https://www.bplpensioen.nl/beleggen
BPL Pension	Transurban Group	2024-06-04	1.727	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	TRIODOS BANK NV	2024-06-04	2.724	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	UBS	2024-06-04	50.036	x1_000	EUR	0,31%	https://www.bplpensioen.nl/beleggen
BPL Pension	Unicaja Banco SA	2024-06-04	5.479	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	UNICREDIT BANK CZECH RE	2024-06-04	2.696	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	UNICREDIT BK AUSTRIA AG	2024-06-04	1.081	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	UniCredit SpA	2024-06-04	7.397	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	Unilever N.V.	2024-06-04	95	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Uniqa Insurance Group AG	2024-06-04	2.996	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	UNIVERSAL MUSIC GROUP NV	2024-06-04	1.918	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	UPJOHN FINANCE BV	2024-06-04	4.183	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Vattenfall AB	2024-06-04	2.048	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Veralto Corp	2024-06-04	7.356	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	Verizon Communications	2024-06-04	1.814	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Vinci SA	2024-06-04	2.819	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Vodafone Group PLC	2024-06-04	1.894	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Volvo AB	2024-06-04	390	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	VSEOBECNA UVEROVA BANKA	2024-06-04	4.061	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	VW Credit Inc	2024-06-04	24.878	x1_000	EUR	0,15%	https://www.bplpensioen.nl/beleggen
BPL Pension	Westpac Banking Corp	2024-06-04	10.729	x1_000	EUR	0,07%	https://www.bplpensioen.nl/beleggen
BPL Pension	WESTPAC NEW ZEALAND LTD	2024-06-04	7.423	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	WFD UNIBAIL RODAMCO	2024-06-04	5.215	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	WINTERSHALL DEA FINANCE	2024-06-04	2.063	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	WP Carey Inc	2024-06-04	923	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	WPP PLC	2024-06-04	2.849	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Yorkshire Building Society	2024-06-04	12.056	x1_000	EUR	0,07%	https://www.bplpensioen.nl/beleggen
BPL Pension	Anterix Inc	2024-06-04	9	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Vastrentende Waarden - Staatsobligaties Antero Midstream Corp	2024-06-04	145	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bagan Capital Ltd	2024-06-04	2.233	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Banco Del Estado - Chile	2024-06-04	700	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BANCO NACIONAL COMERCIO	2024-06-04	787	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	BANCO NACIONAL DE PANAMA	2024-06-04	864	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	BANK GOSPODARSTWA KRAJOW	2024-06-04	3.359	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	BONOS TESORERIA PESOS	2024-06-04	44.390	x1_000	EUR	0,27%	https://www.bplpensioen.nl/beleggen
BPL Pension	Bundesobligation	2024-06-04	115.430	x1_000	EUR	0,71%	https://www.bplpensioen.nl/beleggen
BPL Pension	Codelco Inc	2024-06-04	12.803	x1_000	EUR	0,08%	https://www.bplpensioen.nl/beleggen
BPL Pension	Colombia Government International Bond	2024-06-04	28.809	x1_000	EUR	0,18%	https://www.bplpensioen.nl/beleggen
BPL Pension	CORP FINANCI DE DESARROL	2024-06-04	486	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Czech Republic Government Bond	2024-06-04	78.420	x1_000	EUR	0,48%	https://www.bplpensioen.nl/beleggen
BPL Pension	Dominican Republic International Bond	2024-06-04	21.174	x1_000	EUR	0,13%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ecuador Government International Bond	2024-06-04	5.118	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	EL FONDO MIVIVIENDA SA	2024-06-04	820	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	EMPRESA DE LOS FERROCARR	2024-06-04	564	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Empresa De Transporte Me	2024-06-04	1.888	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Empresa Nacional De Pertroleo	2024-06-04	1.703	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Fed Republic Of Brazil	2024-06-04	27.336	x1_000	EUR	0,17%	https://www.bplpensioen.nl/beleggen
BPL Pension	Federal Republic of Germany	2024-06-04	1.499.830	x1_000	EUR	9,23%	https://www.bplpensioen.nl/beleggen
BPL Pension	Federative Republic of Brazil	2024-06-04	89.731	x1_000	EUR	0,55%	https://www.bplpensioen.nl/beleggen
BPL Pension	Finland	2024-06-04	150.564	x1_000	EUR	0,93%	https://www.bplpensioen.nl/beleggen
BPL Pension	French Republic Government	2024-06-04	393.664	x1_000	EUR	2,42%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hungarian Development Ba	2024-06-04	1.674	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Hungary Government Bond	2024-06-04	38.506	x1_000	EUR	0,24%	https://www.bplpensioen.nl/beleggen
BPL Pension	Instituto Costarricense de Electricidad	2024-06-04	1.057	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Jamaica Government International Bond	2024-06-04	1.453	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Jsc Georgian Railway	2024-06-04	1.283	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	KUWAIT INTL BOND	2024-06-04	2.768	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Magyar Export-Import Bank	2024-06-04	2.103	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Malaysia Government Bond	2024-06-04	63.573	x1_000	EUR	0,39%	https://www.bplpensioen.nl/beleggen
BPL Pension	MALAYSIA INVESTMNT ISSUE	2024-06-04	41.676	x1_000	EUR	0,26%	https://www.bplpensioen.nl/beleggen
BPL Pension	Malaysia Sukuk Global B	2024-06-04	6.515	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Mexican Bonos	2024-06-04	91.449	x1_000	EUR	0,56%	https://www.bplpensioen.nl/beleggen
BPL Pension	MEXICO CITY ARPT TRUST	2024-06-04	1.321	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Morocco Government International Bond	2024-06-04	1.945	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	MVM ENERGETIKA ZRT	2024-06-04	1.161	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Namibia International Bonds	2024-06-04	477	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	NPC UKRENERGO	2024-06-04	129	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	PEMEX Project Funding Master Trust	2024-06-04	14.165	x1_000	EUR	0,09%	https://www.bplpensioen.nl/beleggen
BPL Pension	PERU BONO SOBERANO	2024-06-04	32.801	x1_000	EUR	0,20%	https://www.bplpensioen.nl/beleggen
BPL Pension	Peruvian Government International Bond	2024-06-04	25.753	x1_000	EUR	0,16%	https://www.bplpensioen.nl/beleggen
BPL Pension	PETROLEOS DEL PERU SA	2024-06-04	2.602	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Petroliam Nasional Berhd	2024-06-04	18.973	x1_000	EUR	0,12%	https://www.bplpensioen.nl/beleggen
BPL Pension	Poland Government Bond	2024-06-04	83.172	x1_000	EUR	0,51%	https://www.bplpensioen.nl/beleggen
BPL Pension	Rep of Trinidad & Tobaco	2024-06-04	2.586	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic of Armenia	2024-06-04	869	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic of Austria	2024-06-04	372.522	x1_000	EUR	2,29%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic of Chile	2024-06-04	20.984	x1_000	EUR	0,13%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic of Colombia	2024-06-04	38.886	x1_000	EUR	0,24%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic of Costa Rica	2024-06-04	7.584	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic Of El Salvador	2024-06-04	2.317	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic Of Georgia	2024-06-04	855	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic of Ghana	2024-06-04	171	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic of Hungary	2024-06-04	21.395	x1_000	EUR	0,13%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic Of Panama	2024-06-04	16.384	x1_000	EUR	0,10%	https://www.bplpensioen.nl/beleggen
BPL Pension	REPUBLIC OF PARAGUAY	2024-06-04	3.858	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic Of Poland	2024-06-04	14.590	x1_000	EUR	0,09%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic of Serbia	2024-06-04	1.534	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic Of South Africa	2024-06-04	11.747	x1_000	EUR	0,07%	https://www.bplpensioen.nl/beleggen
BPL Pension	Republic of zambia	2024-06-04	378	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Romania	2024-06-04	30.201	x1_000	EUR	0,19%	https://www.bplpensioen.nl/beleggen
BPL Pension	Romania Government Bond	2024-06-04	33.337	x1_000	EUR	0,21%	https://www.bplpensioen.nl/beleggen
BPL Pension	Serbia Treasury Bonds	2024-06-04	1.414	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	South Africa Government Bond	2024-06-04	58.416	x1_000	EUR	0,36%	https://www.bplpensioen.nl/beleggen
BPL Pension	Sri Lanka Government International Bond	2024-06-04	3.168	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Staat der Nederlanden	2024-06-04	1.680.293	x1_000	EUR	10,34%	https://www.bplpensioen.nl/beleggen
BPL Pension	Transnet Ltd	2024-06-04	657	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	TRINIDAD PETROLEUM HOLDI	2024-06-04	930	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	TUNISIAN REPUBLIC	2024-06-04	531	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ukraine Government	2024-06-04	1.594	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Overzicht beleggingen per 31-12-2023 Pagina 3UNITED MEXICAN STATES	2024-06-04	25.088	x1_000	EUR	0,15%	https://www.bplpensioen.nl/beleggen
BPL Pension	Uruguay Government International Bond	2024-06-04	5.000	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Uz Rail via Shortline	2024-06-04	171	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Arthur J Gallagher & Co	2024-06-04	1.917	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Artis Real Estate Investment T	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Artisan Partners Asset Managem	2024-06-04	3.080	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Artivion Inc	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Arvinas Inc	2024-06-04	49	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Aryzta AG	2024-06-04	2.662	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	As One Corp	2024-06-04	25	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Asahi Breweries Ltd	2024-06-04	29	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Asahi Kasei Corp	2024-06-04	1.246	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Asahi Organic Chemicals Indust	2024-06-04	29	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Asana Inc	2024-06-04	43	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Asbury Automotive Group Inc	2024-06-04	152	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ascential PLC	2024-06-04	47	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ascopiave SpA	2024-06-04	47	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ashikaga Holdings Co Ltd	2024-06-04	169	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ASHLAND INC	2024-06-04	115	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ashmore Group PLC	2024-06-04	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ashtead Group PLC	2024-06-04	612	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Ashtrom Group Ltd	2024-06-04	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Asics Corp	2024-06-04	811	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ASKUL Corp	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ASM International NV	2024-06-04	2.550	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	ASM Pacific Technology Limited	2024-06-04	1.404	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	ASML Holding N.V.	2024-06-04	3.811	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	ASOS PLC	2024-06-04	8	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Aspen Aerogels Inc	2024-06-04	29	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Assa Abloy AB	2024-06-04	1.497	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Asset Managers Holdings Co Ltd	2024-06-04	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Assetmark Financial Holdings I	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Assicurazioni Generali SpA	2024-06-04	12.631	x1_000	EUR	0,08%	https://www.bplpensioen.nl/beleggen
BPL Pension	Assoc Banc-Corp	2024-06-04	150	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Assura Group Ltd	2024-06-04	48	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Assured Guaranty Ltd	2024-06-04	185	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Astec Industries Inc	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Aston Martin Lagonda Global Ho	2024-06-04	38	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	AstraZeneca	2024-06-04	5.368	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Astronics Corp	2024-06-04	48	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	AT&T Inc	2024-06-04	21.842	x1_000	EUR	0,13%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atalaya Mining PLC	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atco Ltd/Canada	2024-06-04	118	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atea ASA	2024-06-04	619	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atlanta Braves Holdings Inc	2024-06-04	34	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atlantic Tele-Network Inc	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atlantic Union Bankshares Corp	2024-06-04	60	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atlanticus Holdings Corp	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atlas Arteria	2024-06-04	212	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atlas Copco AB	2024-06-04	2.818	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atlassian Corp PLC	2024-06-04	9.842	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atmos Energy Corp	2024-06-04	2.883	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atmus Filtration Technologies	2024-06-04	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atom Corp	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ATOS SE	2024-06-04	23	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atoss Software AG	2024-06-04	18	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	AtriCure Inc	2024-06-04	39	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atrion Corp	2024-06-04	7	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Atrium Ljungberg AB-B Shares	2024-06-04	34	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	ATS Corp	2024-06-04	110	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	AUB Group Ltd	2024-06-04	62	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Aubay	2024-06-04	10	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Auckland International Airport	2024-06-04	246	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Auction Technology Group PLC	2024-06-04	15	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Audax Renovables SA	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Audinate Group Ltd	2024-06-04	12	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Aura Investments Ltd	2024-06-04	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Aurinia Pharmaceuticals Inc	2024-06-04	36	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Aurizon Holdings Ltd	2024-06-04	913	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Aurora Innovation Inc	2024-06-04	62	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Aurubis AG	2024-06-04	17	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Aussie Broadband Ltd	2024-06-04	16	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Austal Ltd	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	AustAsia Group Ltd	2024-06-04	1	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Austevoll Seafood ASA	2024-06-04	1.162	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Australian & New Zealand Banking Group Ltd	2024-06-04	5.992	x1_000	EUR	0,04%	https://www.bplpensioen.nl/beleggen
BPL Pension	Australian Clinical Labs Ltd	2024-06-04	24	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Austria Technologie & Systemte	2024-06-04	7	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Auto Trader Group PLC	2024-06-04	256	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Auto1 Group SE	2024-06-04	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Autobacs Seven Co Ltd	2024-06-04	27	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	AutoCanada Inc	2024-06-04	13	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Autodesk Inc	2024-06-04	312	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	AUTONATION INC	2024-06-04	170	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Autoneum Holding AG	2024-06-04	20	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Autozone Inc	2024-06-04	10.219	x1_000	EUR	0,06%	https://www.bplpensioen.nl/beleggen
BPL Pension	Avalonbay Communities	2024-06-04	8.096	x1_000	EUR	0,05%	https://www.bplpensioen.nl/beleggen
BPL Pension	Avance Gas Holding Ltd	2024-06-04	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Avanos Medical Inc	2024-06-04	39	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Avanza Bank Holding AB	2024-06-04	78	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	AvePoint Inc	2024-06-04	19	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Avery Dennison Corp	2024-06-04	1.590	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Avex Inc	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Avid Bioservices Inc	2024-06-04	11	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Avidity Biosciences Inc	2024-06-04	14	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	AvidXchange Holdings Inc	2024-06-04	40	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	AVIENT CORP	2024-06-04	218	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Aviva PLC	2024-06-04	4.145	x1_000	EUR	0,03%	https://www.bplpensioen.nl/beleggen
BPL Pension	Avnet Inc	2024-06-04	216	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
BPL Pension	Avolta AG	2024-06-04	2.419	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	Awa Bank Ltd/The	2024-06-04	955	x1_000	EUR	0,01%	https://www.bplpensioen.nl/beleggen
BPL Pension	AXA	2024-06-04	3.996	x1_000	EUR	0,02%	https://www.bplpensioen.nl/beleggen
BPL Pension	Axalta Coating Systems Ltd	2024-06-04	390	x1_000	EUR	0,00%	https://www.bplpensioen.nl/beleggen
